,PETR4.SA.OPEN,PETR4.SA.HIGH,PETR4.SA.LOW,PETR4.SA.CLOSE,PETR4.SA.VOLUME,PETR4.SA.ADJUSTED,FECHAMENTO
2018-03-14,22.30,22.44,22.09,22.38,31947600,21.47026,BAIXA
2018-03-15,22.05,22.18,21.31,21.31,81097800,20.44376,BAIXA
2018-03-16,21.47,21.74,21.23,21.43,57891900,20.55888,BAIXA
2018-03-19,21.27,21.36,20.86,20.93,42218400,20.07921,BAIXA
2018-03-20,21.18,21.41,21.11,21.16,30106800,20.29985,BAIXA
2018-03-21,21.25,22.09,21.20,22.05,53106300,21.15367,ALTA
2018-03-22,21.86,22.04,21.58,21.72,50033300,20.83709,BAIXA
2018-03-23,21.61,22.11,21.53,21.75,52815800,20.86587,ALTA
2018-03-26,22.07,22.20,21.84,22.03,30174900,21.13449,BAIXA
2018-03-27,22.14,22.18,21.37,21.44,43568100,20.56847,BAIXA
2018-03-28,21.26,21.41,20.99,21.20,38539300,20.33823,BAIXA
2018-03-29,21.26,21.56,21.23,21.41,34318800,20.53969,ALTA
2018-04-02,21.36,21.46,20.77,20.90,37275000,20.05043,BAIXA
2018-04-03,21.11,21.19,20.66,20.71,39245800,19.86815,BAIXA
2018-04-04,20.31,20.60,20.11,20.38,58475700,19.55156,ALTA
2018-04-05,21.15,21.33,21.03,21.15,88599000,20.29026,ESTAVEL
2018-04-06,20.98,21.28,20.83,21.28,47908900,20.41498,ALTA
2018-04-09,21.43,21.44,20.53,20.53,44248900,19.69546,ALTA
2018-04-10,20.91,21.51,20.76,21.40,58545100,20.53010,ALTA
2018-04-11,21.35,21.90,21.33,21.80,62378300,20.91384,ALTA
2018-04-12,21.79,21.94,21.68,21.68,36238700,20.79872,BAIXA
2018-04-13,21.64,21.74,21.06,21.20,43347800,20.33823,BAIXA
2018-04-16,21.05,21.24,20.60,20.62,48474200,19.78181,ALTA
2018-04-17,20.70,21.08,20.62,21.03,36570400,20.17514,ALTA
2018-04-18,21.35,21.87,21.31,21.80,65237400,20.91384,ALTA
2018-04-19,22.07,22.40,21.93,22.20,62475200,21.29758,ALTA
2018-04-20,22.06,22.46,21.90,22.36,61494800,21.45108,ALTA
2018-04-23,22.09,22.48,21.94,22.48,37023300,21.56620,ALTA
2018-04-24,22.60,22.77,22.23,22.40,46710300,21.48945,BAIXA
2018-04-25,22.01,22.13,21.67,21.73,68160600,20.84668,BAIXA
2018-04-26,22.00,22.63,21.97,22.63,56674700,21.71010,ALTA
2018-04-27,22.84,22.93,22.66,22.71,37858300,21.78685,BAIXA
2018-04-30,22.73,23.02,22.63,22.97,23681500,22.03628,ALTA
2018-05-02,22.67,22.93,22.51,22.60,31778100,21.68132,BAIXA
2018-05-03,22.54,22.64,21.97,22.45,48855700,21.53742,BAIXA
2018-05-04,22.45,22.64,22.27,22.27,33599400,21.36473,BAIXA
2018-05-07,22.57,23.17,22.49,22.65,47815100,21.72929,ALTA
2018-05-08,23.06,23.15,22.52,22.91,81198700,21.97872,BAIXA
2018-05-09,23.30,24.80,23.22,24.78,118032300,23.77270,ALTA
2018-05-10,25.14,26.49,24.92,25.75,126907200,24.70327,ALTA
2018-05-11,25.83,26.31,25.42,25.44,72996400,24.40587,BAIXA
2018-05-14,25.85,26.48,25.81,26.24,66938700,25.17336,ALTA
2018-05-15,26.35,26.90,25.89,26.79,75230200,25.70100,ALTA
2018-05-16,26.87,27.53,26.84,27.39,64486500,26.27661,ALTA
2018-05-17,27.35,27.60,25.47,25.95,112487000,24.89514,BAIXA
2018-05-18,25.01,26.17,24.96,25.65,83206900,24.60734,ALTA
2018-05-21,26.10,26.29,24.94,25.05,75971900,24.03173,BAIXA
2018-05-22,24.81,25.29,24.15,24.71,88109900,23.75296,BAIXA
2018-05-23,24.23,24.48,23.27,23.27,74622500,22.36873,BAIXA
2018-05-24,20.05,20.75,19.65,20.08,240343800,19.30228,ALTA
2018-05-25,20.65,21.27,19.66,19.80,131188100,19.03313,BAIXA
2018-05-28,19.20,19.20,16.91,16.91,134504900,16.25506,ALTA
2018-05-29,18.00,19.44,17.60,19.30,181509800,18.55249,ALTA
2018-05-30,18.39,19.97,18.13,18.98,125430000,18.24489,ALTA
2018-06-01,19.56,19.75,14.90,16.16,216954700,15.53411,BAIXA
2018-06-04,17.29,17.64,17.05,17.53,93547600,16.85105,ALTA
2018-06-05,17.36,17.80,16.59,16.59,67006400,15.94745,BAIXA
2018-06-06,16.47,16.68,15.87,16.33,69496800,15.69753,BAIXA
2018-06-07,16.00,16.16,14.93,15.76,118752700,15.14960,BAIXA
2018-06-08,15.81,16.19,15.06,15.25,91461500,14.65935,BAIXA
2018-06-11,15.50,15.80,15.13,15.41,44872500,14.81316,BAIXA
2018-06-12,15.48,15.68,15.24,15.46,69592600,14.86122,BAIXA
2018-06-13,15.42,15.50,14.74,15.17,72301200,14.58245,BAIXA
2018-06-14,15.33,15.55,15.05,15.10,57324600,14.51516,BAIXA
2018-06-15,15.03,15.07,14.47,14.97,75239300,14.39020,BAIXA
2018-06-18,14.77,14.89,14.50,14.50,47363800,13.93840,BAIXA
2018-06-19,14.26,15.72,14.17,15.42,97301500,14.82277,ALTA
2018-06-20,15.84,16.48,15.80,16.21,88397300,15.58217,ALTA
2018-06-21,16.09,16.32,15.10,15.10,67884300,14.51516,BAIXA
2018-06-22,15.41,15.68,15.01,15.11,52184500,14.52478,BAIXA
2018-06-25,15.20,15.79,15.06,15.70,60347200,15.09192,ALTA
2018-06-26,15.90,16.12,15.53,16.04,59595900,15.41876,ALTA
2018-06-27,16.10,16.98,16.06,16.55,78095000,15.90900,ALTA
2018-06-28,16.72,17.07,16.33,16.60,94960700,15.95707,BAIXA
2018-06-29,16.85,17.19,16.73,17.19,75735100,16.52422,ALTA
2018-07-02,16.99,17.48,16.90,17.47,54545600,16.79337,ALTA
2018-07-03,17.74,17.89,17.46,17.50,57456700,16.82221,BAIXA
2018-07-04,17.38,18.45,17.24,17.61,54211000,16.92795,ALTA
2018-07-05,18.60,18.80,17.65,17.86,76084700,17.16827,BAIXA
2018-07-06,17.97,18.09,17.65,17.94,33878700,17.24517,BAIXA
2018-07-10,18.34,18.35,17.55,17.75,70886200,17.06253,BAIXA
2018-07-11,17.49,18.08,17.30,17.41,85806300,16.73569,BAIXA
2018-07-12,17.62,18.02,17.52,17.95,49397900,17.25478,ALTA
2018-07-13,17.99,18.18,17.78,18.11,44951900,17.40858,ALTA
2018-07-16,17.95,17.98,17.60,17.88,62798900,17.18749,BAIXA
2018-07-17,17.79,18.40,17.71,18.29,40884300,17.58161,ALTA
2018-07-18,18.25,18.40,17.94,18.05,40643800,17.35091,BAIXA
2018-07-19,17.84,18.40,17.74,18.40,60404900,17.68735,ALTA
2018-07-20,19.17,19.48,18.93,19.29,98035200,18.54288,ALTA
2018-07-23,19.30,19.47,19.21,19.26,35231500,18.51404,BAIXA
2018-07-24,19.57,19.87,19.53,19.66,39934600,18.89855,ALTA
2018-07-25,19.80,20.00,19.61,19.96,48759900,19.18693,ALTA
2018-07-26,19.95,19.95,19.37,19.41,48144300,18.65823,BAIXA
2018-07-27,19.60,19.81,19.55,19.77,36509400,19.00429,ALTA
2018-07-30,19.95,20.10,19.70,19.89,37053900,19.11964,BAIXA
2018-07-31,19.62,19.79,19.47,19.72,38641200,18.95622,ALTA
2018-08-01,19.59,20.01,19.54,20.01,39141700,19.23500,ALTA
2018-08-02,19.99,20.78,19.95,20.41,69008900,19.61950,ALTA
2018-08-03,21.40,21.55,21.09,21.11,86908000,20.29239,BAIXA
2018-08-06,21.15,21.47,20.98,21.04,44528300,20.22510,BAIXA
2018-08-07,21.33,21.46,20.57,20.71,69136700,19.90788,ALTA
2018-08-08,20.81,21.07,20.12,20.14,58211500,19.35996,BAIXA
2018-08-09,20.26,20.35,19.80,20.34,51253100,19.55221,ALTA
2018-08-10,20.10,20.15,19.36,19.59,61789800,18.83126,BAIXA
2018-08-13,19.50,20.04,19.27,20.04,58306700,19.26383,ALTA
2018-08-14,20.28,20.31,19.73,19.98,55180600,19.25419,BAIXA
2018-08-15,19.64,19.67,19.05,19.05,65651700,18.35798,BAIXA
2018-08-16,19.32,19.35,18.77,18.95,51201600,18.26161,BAIXA
2018-08-17,18.75,18.86,18.40,18.46,68328400,17.78941,BAIXA
2018-08-20,18.37,18.51,18.09,18.36,56315600,17.69305,BAIXA
2018-08-21,18.27,18.53,17.65,17.72,68735300,17.07629,BAIXA
2018-08-22,17.70,18.38,17.65,18.35,56623700,17.68341,ALTA
2018-08-23,18.35,18.52,17.88,17.95,56284100,17.29794,BAIXA
2018-08-24,18.35,18.44,18.05,18.30,37893000,17.63522,BAIXA
2018-08-27,18.41,18.76,18.30,18.71,35428000,18.03033,ALTA
2018-08-28,18.76,18.85,18.34,18.35,38079200,17.68341,BAIXA
2018-08-29,18.50,19.31,18.45,19.30,71434300,18.59890,ALTA
2018-08-30,19.15,19.54,18.68,18.80,63981900,18.11706,BAIXA
2018-08-31,18.95,19.43,18.91,19.26,75767400,18.56035,ALTA
2018-09-03,18.99,19.13,18.76,19.00,25401600,18.30980,ALTA
2018-09-04,19.13,19.19,18.62,18.65,39759800,17.97251,BAIXA
2018-09-05,18.56,18.80,18.23,18.75,53967300,18.06888,ALTA
2018-09-06,18.99,19.02,18.48,18.99,54304300,18.30016,ESTAVEL
2018-09-10,19.36,19.60,19.05,19.26,58578100,18.56035,BAIXA
2018-09-11,18.87,18.89,18.43,18.50,56495200,17.82796,BAIXA
2018-09-12,18.81,19.22,18.64,18.95,59695700,18.26161,ALTA
2018-09-13,19.03,19.13,18.62,18.71,36808700,18.03033,BAIXA
2018-09-14,18.80,18.96,18.48,18.79,55756300,18.10742,BAIXA
2018-09-17,18.63,19.49,18.63,19.40,71289500,18.69526,ALTA
2018-09-18,19.50,20.25,19.47,20.25,72959100,19.51439,ALTA
2018-09-19,19.93,20.46,19.83,19.98,60563700,19.25419,ALTA
2018-09-20,20.26,20.35,19.75,19.87,56206900,19.14819,BAIXA
2018-09-21,20.15,20.30,19.95,20.14,58517300,19.40838,BAIXA
2018-09-24,20.20,20.41,19.92,20.00,54332900,19.27347,BAIXA
2018-09-25,19.70,20.15,19.53,20.08,54462300,19.35056,ALTA
2018-09-26,20.24,20.30,19.97,20.19,60060800,19.45657,BAIXA
2018-09-27,20.50,21.46,20.47,21.46,104177300,20.68043,ALTA
2018-09-28,21.13,21.94,21.02,21.09,91254600,20.32387,BAIXA
2018-10-01,21.25,21.36,20.80,21.00,56540400,20.23714,BAIXA
2018-10-02,22.00,22.82,21.90,22.82,127231800,21.99103,ALTA
2018-10-03,25.25,25.42,23.46,23.79,152189200,22.92579,BAIXA
2018-10-04,23.45,24.52,23.21,24.02,99743300,23.14744,ALTA
2018-10-05,24.49,24.59,23.66,23.96,104693400,23.08961,BAIXA
2018-10-08,26.94,26.97,25.75,26.60,188109000,25.63371,BAIXA
2018-10-09,26.48,27.00,26.28,26.82,90128800,25.84572,ALTA
2018-10-10,26.31,26.39,25.65,26.05,82688000,25.10369,BAIXA
2018-10-11,26.55,26.75,25.06,25.29,119307500,24.37130,BAIXA
2018-10-15,25.90,26.12,25.55,25.77,92331900,24.83386,BAIXA
2018-10-16,26.20,26.73,26.09,26.73,74144800,25.75899,ALTA
2018-10-17,26.44,26.63,26.26,26.45,80990300,25.48916,ALTA
2018-10-18,26.29,26.34,25.70,25.70,56268900,24.76641,BAIXA
2018-10-19,26.29,26.34,25.70,25.92,61858300,24.97842,BAIXA
2018-10-22,26.27,26.60,26.27,26.53,63678000,25.56626,ALTA
2018-10-23,26.15,26.48,25.81,26.20,77457300,25.24824,ALTA
2018-10-24,26.41,26.99,25.68,25.68,93377100,24.74714,BAIXA
2018-10-25,26.18,26.64,25.69,26.32,79732200,25.36388,ALTA
2018-10-26,26.65,27.60,26.12,27.60,110184900,26.59739,ALTA
2018-10-29,26.75,27.27,25.97,26.42,160890100,25.46025,BAIXA
2018-10-30,26.70,28.00,26.42,28.00,107525500,26.98286,ALTA
2018-10-31,28.26,28.33,27.30,27.62,84131500,26.61666,BAIXA
2018-11-01,27.76,28.02,27.11,27.32,98037100,26.32756,BAIXA
2018-11-05,27.50,28.16,27.41,28.16,60389900,27.13704,ALTA
2018-11-06,27.30,28.30,26.99,27.19,95344400,26.20228,BAIXA
2018-11-07,27.61,27.65,26.26,26.30,95817100,25.34461,BAIXA
2018-11-08,26.80,27.03,25.35,25.35,119096300,24.42912,BAIXA
2018-11-09,25.20,25.72,24.68,25.46,94206400,24.53513,ALTA
2018-11-12,25.54,25.92,25.29,25.33,63162600,24.40985,BAIXA
2018-11-13,25.32,25.32,23.95,24.24,112776300,23.35944,BAIXA
2018-11-14,24.24,25.19,23.91,25.10,104423900,24.18820,ALTA
2018-11-16,25.39,26.04,25.17,25.80,100628900,24.86277,ALTA
2018-11-19,25.56,26.29,25.43,26.00,79946400,25.05551,ALTA
2018-11-21,25.10,25.48,25.01,25.17,77228100,24.25566,ALTA
2018-11-22,25.28,25.36,25.07,25.15,31253600,24.33306,BAIXA
2018-11-23,24.65,24.80,24.01,24.37,77961200,23.57840,BAIXA
2018-11-26,24.80,24.99,24.05,24.25,62111600,23.46230,BAIXA
2018-11-27,24.37,25.70,24.27,25.53,90759000,24.70072,ALTA
2018-11-28,25.50,25.87,25.05,25.38,92811300,24.55559,BAIXA
2018-11-29,24.96,25.50,24.88,25.17,65584300,24.35241,ALTA
2018-11-30,25.11,25.56,25.07,25.46,90874500,24.63299,ALTA
2018-12-03,26.30,26.53,25.80,25.94,90530000,25.09740,BAIXA
2018-12-04,26.25,26.33,25.34,25.34,66867500,24.51689,BAIXA
2018-12-05,25.47,25.72,24.95,25.56,54183300,24.72974,ALTA
2018-12-06,24.99,25.12,24.31,24.59,99037200,23.79125,BAIXA
2018-12-07,24.52,25.47,24.45,24.77,87994700,23.96541,ALTA
2018-12-10,24.77,24.90,23.44,23.44,73871100,22.67861,BAIXA
2018-12-11,23.92,24.07,23.07,23.29,64017600,22.53348,BAIXA
2018-12-12,23.74,23.90,23.20,23.30,63296400,22.54315,BAIXA
2018-12-13,23.29,23.45,22.96,23.36,61946100,22.60121,ALTA
2018-12-14,23.08,23.33,22.96,23.05,45231700,22.30128,BAIXA
2018-12-17,23.22,23.27,22.80,22.87,53832000,22.12712,BAIXA
2018-12-18,22.78,22.80,22.00,22.00,74740000,21.28538,BAIXA
2018-12-19,22.50,23.05,22.06,22.25,171157500,21.52726,BAIXA
2018-12-20,22.31,22.32,21.35,21.49,141767000,20.79195,BAIXA
2018-12-21,21.40,21.98,21.25,21.55,90384300,20.85000,ALTA
2018-12-26,20.59,21.68,20.42,21.68,77104200,21.68000,ALTA
2018-12-27,21.52,21.98,21.28,21.67,74083700,21.67000,ALTA
2018-12-28,22.11,22.83,22.08,22.68,61634700,22.68000,ALTA
